State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
PA,Franklin,42055010100,No,4091,48.9,2002,7.9,323,4.6,68,13.4,547,6.1,251
PA,Franklin,42055011000,Yes,3701,83.7,3098,21.7,777,21.2,334,22.2,821,13,481
PA,Franklin,42055011200,Yes,2744,24.8,680,2.6,69,5.1,60,5.3,147,4.5,124
PA,Fulton,42057990200,No,5325,28.4,1510,3.5,188,1.3,26,7.2,383,3.9,209
PA,Greene,42059970400,No,4877,35.2,1717,7.3,354,3.6,65,9.3,456,4.9,237
PA,Indiana,42063962000,Yes,3746,73.3,2747,10.5,395,5.9,88,15.8,593,13.3,497
PA,Jefferson,42065950700,Yes,2710,19.5,527,4.3,116,1.3,14,5.3,143,2.9,80
PA,Lackawanna,42069102900,Yes,3759,23.4,879,7,249,10.7,168,8.9,333,3.9,148
PA,Lackawanna,42069110800,Yes,3936,14.2,559,1.8,69,1.7,28,3.6,143,2.1,82
PA,Lancaster,42071013602,Yes,5921,29.8,1764,8.6,308,4.9,74,3.1,185,5.1,304
PA,Lawrence,42073000200,Yes,2317,25.1,581,4.5,99,3.5,33,5.4,125,5.6,130
PA,Lawrence,42073000300,Yes,4291,100,4291,25.2,1008,22.7,392,25.6,1099,19,816
PA,Lawrence,42073000400,Yes,2420,77.3,1870,29.8,740,30.5,329,22.4,543,17.7,428
PA,Lawrence,42073000600,Yes,1608,100,1608,39.7,519,11.8,57,27.5,443,10.3,165
PA,Lawrence,42073000700,Yes,2312,58.4,1351,10.5,227,12,103,13,299,14.7,339
PA,Lawrence,42073000900,Yes,2184,100,2184,30.3,628,33.1,298,25.5,557,22,481
PA,Lawrence,42073001000,Yes,1951,100,1951,17.7,358,14.1,117,21.7,424,22.5,439
PA,Lebanon,42075003600,Yes,3034,58.3,1768,7.2,218,5.1,62,16.5,500,5.3,161
PA,Lehigh,42077000300,Yes,6867,52,3568,8.3,565,7.6,201,12.6,866,7.7,527
PA,Lehigh,42077005902,Yes,1913,27.5,526,1.3,24,0.4,4,6.8,131,3,57
PA,Luzerne,42079210200,Yes,2719,100,2719,6.2,167,11,135,15.9,432,26.4,719
PA,Luzerne,42079213200,Yes,4984,17.5,875,5.3,264,3.8,89,4.6,230,2.9,143
PA,Luzerne,42079214300,Yes,2067,43.8,905,4.2,81,3.7,32,8.2,170,12.2,251
PA,Luzerne,42079214500,Yes,1753,69.4,1216,9,155,8.9,69,13,228,15.2,266
PA,Luzerne,42079214600,Yes,4190,28.4,1189,4.1,173,3.8,68,5.7,238,5.9,248
PA,Luzerne,42079214700,Yes,2938,100,2938,17.5,495,15.9,200,22,647,22.5,661
PA,Luzerne,42079214800,Yes,1067,69.8,745,12.5,130,10.5,46,16.5,176,11,117
PA,Luzerne,42079215000,Yes,1647,100,1647,9.3,152,15.3,103,20.6,340,20.3,335
PA,Luzerne,42079215100,Yes,2866,73,2093,8,228,9.8,122,14.4,412,15.2,434
PA,Lycoming,42081000800,Yes,2140,46,985,17.4,292,5.7,34,6.1,131,2.3,49
PA,Lycoming,42081000900,Yes,2617,100,2617,14.3,345,20.7,212,25.4,666,14.7,386
PA,Lycoming,42081001000,Yes,3299,75.1,2479,18.1,596,16.3,226,22.8,752,9.6,318
PA,Lycoming,42081010100,No,2467,79.7,1967,8.2,201,3.3,31,18,445,12.5,309
PA,Mercer,42085030100,Yes,2524,100,2524,25.2,615,13.7,138,25.8,652,12.6,319
PA,Mercer,42085030200,Yes,751,61.7,464,25.8,203,18.1,98,10,75,19.8,149
PA,Mercer,42085030300,Yes,4267,100,4267,13.9,554,12.8,217,23.7,1013,18.2,778
PA,Mercer,42085030600,Yes,3079,36.8,1133,16.3,496,10.9,132,13.5,415,3.3,103
PA,Mercer,42085031500,Yes,1147,100,1147,22,245,9.3,44,26,298,17.7,203
PA,Mercer,42085031600,Yes,1955,29.1,569,3.4,67,1.3,11,6.5,127,5.6,110
PA,Mercer,42085032100,Yes,3379,100,3379,21.3,574,13.6,166,21.1,712,14.6,492
PA,Mifflin,42087960300,No,5076,14.1,716,2.8,139,4.3,71,5.3,271,1.7,86
PA,Mifflin,42087960700,Yes,2503,100,2503,23,573,22.2,253,24.5,614,17.1,427
PA,Montgomery,42091201302,Yes,3069,34.5,1058,2.6,81,4.2,51,10.2,314,3.9,119
PA,Montgomery,42091204102,Yes,2874,100,2874,7.8,222,19.8,261,21.2,608,15,430
PA,Montour,42093950300,Yes,4897,11,539,1.1,54,0.8,18,2.7,131,2.8,135
PA,Northampton,42095010700,Yes,4824,39.6,1908,3.4,132,4.7,80,8.7,420,5.5,265
PA,Northampton,42095011200,Yes,5395,100,5395,31.8,1696,25.2,484,27.7,1492,10.8,582
PA,Northumberland,42097960300,Yes,6659,34.1,2269,4.8,310,3.1,86,8.2,545,4.6,305
PA,Northumberland,42097960600,Yes,3714,100,3714,7.7,284,8.3,137,21.7,806,18.2,677
PA,Northumberland,42097962400,Yes,2985,100,2985,9.8,292,13.2,176,19.6,584,25.3,756
PA,Perry,42099030602,No,2983,95.2,2841,17.3,500,9.1,94,28.7,856,12.9,386
PA,Philadelphia,42101012300,Yes,16,100,16,0,0,0,0,0,0,56.2,9
PA,Philadelphia,42101014200,Yes,2171,100,2171,22.3,466,36.6,348,20.6,447,9.5,206
PA,Philadelphia,42101018300,Yes,4008,63.2,2531,6.1,244,15.6,251,15.2,610,12.9,518
PA,Philadelphia,42101018400,Yes,2178,100,2178,14.1,315,27.6,232,26,567,13.5,293
PA,Philadelphia,42101024900,Yes,3619,100,3619,28.1,1028,40.5,500,31.8,1150,11.3,409
PA,Philadelphia,42101025000,Yes,1120,100,1120,29.1,248,32.6,97,32.1,359,17.7,198
PA,Philadelphia,42101032100,Yes,3741,100,3741,18,675,17.6,248,27.7,1035,13.2,493
PA,Philadelphia,42101032700,Yes,494,100,494,23.4,46,52.4,33,21.9,108,37.4,185
PA,Philadelphia,42101036400,Yes,304,80.1,244,0,0,0,0,6.3,19,0.3,1
PA,Potter,42105950100,No,4799,52.4,2515,9,429,3.2,56,15.4,738,7,336
PA,Potter,42105950400,No,3169,24.6,779,2.9,90,1.1,14,6.1,192,4,128
PA,Schuylkill,42107000700,Yes,7033,64.2,4518,3.4,134,5.2,88,5.3,371,6.1,431
PA,Schuylkill,42107001000,Yes,3283,26.6,872,3.5,114,5.4,77,4.9,162,5.9,195
PA,Schuylkill,42107002200,Yes,2883,31.7,913,2.2,62,3.6,43,6.3,180,6.9,200
PA,Snyder,42109980500,No,3662,52,1903,5.3,192,4.4,61,14.7,540,6.3,231
PA,Somerset,42111020400,No,4176,19.3,806,2.7,113,1,17,4,168,3.6,150
PA,Somerset,42111021100,Yes,2406,46.8,1126,9.1,201,11.9,140,7.4,177,11.8,283
PA,Sullivan,42113980200,No,2865,64.7,1853,5.9,164,2.7,33,11.6,332,14.5,414
PA,Susquehanna,42115032400,No,4154,22.5,937,2.8,113,0.7,11,5.6,232,3.4,140
PA,Tioga,42117991000,No,2902,23.3,677,2.7,77,1.7,19,5.6,163,4.9,143
PA,Venango,42121201000,Yes,3575,26.1,933,4.4,150,2.4,34,6.7,241,5.4,191
PA,Warren,42123971400,No,1972,48.1,948,5.8,114,6.1,50,10.8,212,8,158
PA,Washington,42125764000,Yes,3717,56,2080,10.4,382,8.1,130,14.3,532,10.6,394
PA,Washington,42125772700,Yes,2262,44.4,1005,4.3,97,4.3,41,10.2,230,9.2,208
PA,Washington,42125773100,Yes,3194,29.4,939,4.6,146,5.8,87,5.2,167,8.1,257
PA,Washington,42125775200,Yes,2947,100,2947,21,618,32.1,418,21.9,646,24.9,735
PA,Washington,42125775300,Yes,2706,100,2706,12.2,319,12.6,148,21.4,578,25.1,679
PA,Washington,42125793700,Yes,1075,100,1075,13.5,145,8.1,37,16.8,181,22,237
PA,Westmoreland,42129802600,Yes,3920,100,3920,14.2,549,9.7,156,24.3,952,15.6,612
PA,Westmoreland,42129805200,Yes,2359,51.5,1216,6.4,151,8.4,89,11.1,261,11.8,279
PA,Westmoreland,42129806300,Yes,2093,100,2093,10.7,224,16.2,148,22.4,469,20.8,436
PA,Westmoreland,42129806600,Yes,3054,89.5,2733,13.6,413,6.4,81,21.2,647,12.1,371
PA,Westmoreland,42129806900,Yes,4029,45.5,1832,5.7,228,2.4,39,11.1,446,6.2,249
PA,Westmoreland,42129807600,Yes,2806,27.8,780,2.4,66,2.3,29,5.4,152,4.5,126
PA,Westmoreland,42129807800,Yes,3902,37.4,1461,3.9,153,1.6,27,6.9,270,7.7,300
PA,Westmoreland,42129808600,No,5010,14.8,741,1.6,76,1.2,23,3.1,157,2.5,123
PA,York,42133022100,Yes,3017,100,3017,15.4,435,19.6,278,18.5,557,19.5,589
RI,Bristol,44001030700,Yes,4247,100,4247,17.4,737,13.4,261,19.5,830,17.7,753
RI,Providence,44007000101,Yes,4970,83.2,4136,13.7,565,10.4,133,20.7,1029,4.9,243
RI,Providence,44007000700,Yes,2683,32.3,868,14.6,385,13.2,144,8.8,235,8.2,220
RI,Providence,44007017400,Yes,4282,36,1542,11.3,468,7.9,125,14.6,627,3.1,131
RI,Providence,44007017800,Yes,2586,100,2586,16.3,391,20.9,216,22,568,17.5,453
RI,Providence,44007017900,Yes,3339,100,3339,20.3,673,21.5,317,26.8,895,12.9,431
RI,Washington,44009051504,Yes,4640,94.2,4369,22.2,1029,2.4,48,11,512,14.9,692
SC,Abbeville,45001950600,No,3439,88.8,3052,15.4,529,12.2,165,23.6,811,13,447
SC,Aiken,45003021100,Yes,7151,75.1,5368,12.7,904,7.7,225,19.1,1368,9.1,654
SC,Aiken,45003021400,Yes,6055,11.4,689,3.9,214,2.3,53,2.3,141,2.3,137
SC,Anderson,45007000400,Yes,2837,45.1,1279,15.4,446,7.4,88,15.9,452,3.7,106
SC,Anderson,45007000500,Yes,2643,87.7,2318,11.1,285,10.8,107,21.7,573,14.8,392
SC,Anderson,45007000700,Yes,4947,10.3,511,3.2,155,3.1,65,2.5,125,1.7,85
SC,Anderson,45007011900,Yes,8267,42.3,3493,6.4,524,3.1,104,11,913,4.6,380
SC,Bamberg,45009960100,Yes,6394,43.5,2778,13.2,759,6.5,145,11.2,714,4.5,288
SC,Beaufort,45013000400,Yes,2123,100,2123,5.3,25,2.2,4,7.3,156,0.3,6
SC,Beaufort,45013010800,Yes,2995,51.9,1554,7.1,214,4.5,48,12.1,362,2.4,73
SC,Berkeley,45015020100,No,7291,51,3719,12.7,774,5.1,115,9.7,708,4.6,332
SC,Berkeley,45015020200,No,7665,10.6,810,2.6,197,1.7,47,2.7,204,1.2,95
SC,Berkeley,45015020401,No,3820,51,1947,7.6,291,5.7,80,13.1,502,5.6,214
SC,Charleston,45019003106,Yes,4053,85.1,3449,16.6,679,5.9,84,28.1,1139,6.2,252
SC,Charleston,45019003110,Yes,6436,32.1,2065,5.6,357,2.2,63,10.4,669,1.5,95
SC,Charleston,45019003300,Yes,4057,29.4,1194,10.1,404,12,193,8.9,362,3.7,150
SC,Charleston,45019003600,Yes,2795,100,2795,24.5,680,25,309,24.5,684,13.4,374
SC,Charleston,45019003700,Yes,4087,13.6,555,6,251,5.9,96,5,206,0.5,21
SC,Charleston,45019003900,Yes,4125,52.6,2168,13.5,322,7.7,76,9.6,396,3.1,128
SC,Charleston,45019004000,Yes,2890,100,2890,32.3,914,28.6,293,33.7,974,11.9,343
SC,Charleston,45019004100,Yes,1269,100,1269,29.9,375,37.7,178,25.7,326,9.9,125
SC,Charleston,45019004200,Yes,784,100,784,62.9,154,0,0,1.9,15,0.1,1
SC,Charleston,45019004300,Yes,3194,100,3194,42.1,1313,43.6,526,29.8,952,8.7,277
SC,Charleston,45019004400,Yes,2027,63.1,1279,23,425,19.1,146,17.9,362,14.1,286
SC,Charleston,45019004500,Yes,1701,77.5,1318,37,605,40.6,268,27.8,473,9.9,168
SC,Cherokee,45021970302,Yes,4500,48.4,2176,10.3,450,5.3,89,13.8,621,5.2,232
SC,Chester,45023020200,Yes,3841,41.1,1580,10,382,8.2,121,12.8,492,4.7,180
SC,Chesterfield,45025950200,No,3584,15.6,558,3.4,123,1.9,25,4.2,149,2.1,76
SC,Chesterfield,45025950700,No,4741,20.4,967,3.3,155,1.1,20,5.2,246,2,97
SC,Chesterfield,45025950800,No,2492,75.5,1881,20,493,7.9,71,20.7,516,7.9,197
SC,Colleton,45029970100,No,2018,70.5,1422,23.3,468,14.1,103,20.6,415,9,182
SC,Colleton,45029970300,No,5996,17.3,1035,5.2,308,2.1,47,5,299,2.1,124
SC,Colleton,45029970700,No,5365,50,2685,8.8,466,5.3,107,12.8,686,4.9,265
SC,Darlington,45031010600,Yes,4858,57.1,2773,18.9,864,4.6,84,17,823,6.7,328
SC,Darlington,45031010700,Yes,3059,21.9,670,7.3,224,2,24,6.5,198,3.3,102
SC,Darlington,45031011200,Yes,4262,36.4,1549,8.7,359,5,86,9.5,406,4.3,183
SC,Dorchester,45035010300,No,5503,20.8,1143,3.8,208,1.6,32,5.3,290,2.5,139
SC,Fairfield,45039960100,No,2217,77.2,1712,18.4,396,12.2,95,20.8,461,9.8,218
SC,Florence,45041000700,Yes,3686,53.1,1958,21.3,731,17.5,215,14.9,549,7.6,278
SC,Florence,45041000800,Yes,4539,100,4539,32.4,1464,21.8,339,29.3,1331,11,501
SC,Florence,45041000900,Yes,3417,78,2664,23.1,759,25.5,314,19.6,670,13.3,455
SC,Greenville,45045000500,Yes,1530,100,1530,41.6,629,42.1,271,22.7,347,22,337
SC,Greenville,45045000700,Yes,2308,98.4,2271,35.6,758,39.7,327,23.9,553,14.6,338
SC,Greenville,45045000800,Yes,1409,100,1409,30.8,445,40,208,30.9,436,10.9,153
SC,Greenville,45045000900,Yes,1278,100,1278,33.2,424,34.4,159,22.9,293,11,141
SC,Greenville,45045001202,Yes,4831,16.5,795,3.3,159,2.6,55,4.8,234,1.8,85
SC,Greenville,45045002003,Yes,4149,100,4149,18.4,756,7.9,126,28,1160,9.4,391
SC,Greenville,45045002104,Yes,1377,51.9,715,13.2,153,9.4,43,12.2,169,12.5,172
SC,Greenville,45045002105,Yes,2608,65.1,1699,15.1,398,14.6,148,19.1,498,8.7,226
SC,Greenville,45045002106,Yes,3499,49.5,1734,4.7,163,6.5,97,9.6,336,10.5,368
SC,Greenville,45045002201,Yes,5325,72.4,3856,18.3,972,12.2,258,19.4,1031,8.9,471
SC,Greenville,45045002202,Yes,1896,50.7,962,11.8,220,8.2,63,12.1,229,7.6,144
SC,Greenville,45045002301,Yes,3888,16.5,642,2.5,96,1.9,32,4,157,2.4,95
SC,Greenville,45045002302,Yes,3308,22.2,734,4.9,166,4.7,67,7,232,1,35
SC,Greenville,45045002303,Yes,1759,47.7,839,14.5,253,18,130,11.4,201,5.6,99
SC,Greenville,45045002304,Yes,2399,100,2399,41,857,40.5,346,28.7,689,21.7,520
SC,Greenville,45045003005,Yes,2116,45.3,959,5.3,104,9.6,82,9.8,207,7.5,158
SC,Greenville,45045003602,Yes,2633,47.1,1241,8.5,222,4.4,41,17.2,452,3.3,87
SC,Greenville,45045003704,Yes,4023,18.1,729,4.3,172,2.9,45,4.8,194,1.9,75
SC,Greenwood,45047970500,Yes,5756,18,1036,5,282,6.6,142,4.3,245,3.9,223
SC,Hampton,45049980300,No,2394,41.7,999,9,214,5.2,46,11.8,283,5.7,137
SC,Lancaster,45057010500,Yes,5421,63.4,3437,7.9,425,6.6,142,17,919,8.1,440
SC,Laurens,45059980700,Yes,5355,100,5355,20.9,1101,16.7,342,27.1,1450,14.2,763
SC,Lee,45061980400,No,3774,13.3,504,2.6,99,0.4,6,3.8,144,1.5,58
SC,Lexington,45063020100,Yes,2986,100,2986,16.5,490,8.3,97,26.8,800,12.1,360
SC,Lexington,45063020300,Yes,4196,21,881,6.8,272,4.4,82,4,170,1.5,65
SC,Lexington,45063020505,Yes,3705,44.8,1660,13.2,490,10.1,159,12.5,463,5.5,203
SC,Lexington,45063020509,Yes,3357,68.1,2286,14.4,501,3.2,52,8.8,296,12.8,431
SC,Oconee,45073030701,Yes,3798,55.8,2118,9.5,358,3.9,64,13.5,512,7.3,276
SC,Orangeburg,45075011200,Yes,3325,17.4,580,6.3,61,8.1,36,3,99,2,67
SC,Orangeburg,45075011300,Yes,2570,19.6,504,7.4,171,5.1,52,3.4,88,3.4,89
SC,Pickens,45077010801,Yes,4951,16.9,839,2.9,142,1.5,30,4.3,212,2.1,103
SC,Pickens,45077010803,Yes,4629,66.3,3069,10.6,489,5.8,100,21.1,975,4.9,226
SC,Pickens,45077011201,Yes,7287,70.4,5126,32,2309,3.3,105,7.7,563,5.3,389
SC,Richland,45079000300,Yes,3122,52.1,1627,12.1,376,7.1,78,15.4,479,5.6,173
SC,Richland,45079000400,Yes,2036,58.5,1191,11.1,218,8.5,73,13.7,278,6.5,132
SC,Richland,45079000600,Yes,2092,76.8,1606,19.4,410,10.6,109,16.7,349,9.7,204
SC,Richland,45079000700,Yes,2291,100,2291,28.8,635,10.3,86,14,321,12,275
SC,Richland,45079001000,Yes,4521,41,1854,38.8,945,34.6,388,13.6,617,9.4,426
SC,Richland,45079001500,Yes,471,64.8,305,22.1,100,22.6,36,2.5,12,4.2,20
SC,Richland,45079002601,Yes,5380,35.5,1911,8.4,448,5.6,150,9.1,490,3.6,192
SC,Richland,45079002602,Yes,3634,18.8,682,5.3,183,4.3,74,7.4,267,1.5,56
SC,Richland,45079010403,Yes,3826,20.7,791,3,112,0.3,6,2.4,90,1.6,62
SC,Richland,45079010501,Yes,2330,100,2330,17.8,352,6.8,49,23.8,555,7.8,181
SC,Richland,45079010502,Yes,926,100,926,38.6,358,21.7,79,32.2,298,12.3,114
SC,Richland,45079010701,Yes,3100,99.5,3085,28.7,884,13.8,140,30,930,9.6,297
SC,Richland,45079010703,Yes,3748,34.7,1302,6.7,251,3.8,55,7.8,293,6.2,233
SC,Richland,45079010803,Yes,2454,100,2454,13.5,348,10.3,98,25.8,632,11.9,292
SC,Richland,45079011304,Yes,4840,46.4,2245,4.4,213,2.2,46,11.4,553,3.8,185
SC,Richland,45079011605,Yes,7559,26.2,1983,3.6,272,0.8,26,6.8,515,3.7,277
SC,Richland,45079011702,Yes,4028,98.1,3952,22.1,708,8.1,88,23.1,929,8.7,351
SC,Richland,45079012000,No,5598,63.9,3578,13.6,759,9.6,194,19.4,1087,7,395
SC,Spartanburg,45083020100,Yes,260,100,260,21.2,28,48.4,46,8.1,21,3.8,10
SC,Spartanburg,45083020301,Yes,3313,54.2,1797,22,502,37.6,340,12.4,412,6.6,220
SC,Spartanburg,45083020400,Yes,1751,100,1751,41.5,730,27.7,177,35.3,618,11,192
SC,Spartanburg,45083020500,Yes,1933,33.3,644,16.7,314,13.8,91,10.1,195,3.7,71
SC,Spartanburg,45083020700,Yes,5125,45.9,2352,9.7,502,7.9,164,13.1,674,5.5,283
SC,Spartanburg,45083020900,Yes,1714,100,1714,24.3,410,26.8,197,25.1,431,11.8,202
SC,Spartanburg,45083021001,Yes,2860,100,2860,36.9,1053,40.4,503,27.8,795,21.9,625
SC,Spartanburg,45083021100,Yes,4120,26.4,1088,5.1,210,4.2,71,7,288,4.6,189
SC,Spartanburg,45083021700,Yes,4260,77.2,3287,17,671,13.1,200,17.2,731,7.7,328
SC,Spartanburg,45083021802,Yes,4677,64.6,3022,11.4,424,3.1,48,11.3,527,4.1,192
SC,Spartanburg,45083023101,Yes,4407,95.8,4220,15.4,669,9.4,158,29.6,1303,10.2,449
SC,Spartanburg,45083023300,Yes,7019,45.7,3210,7.3,510,5.8,157,11.6,816,4.6,325
SC,Sumter,45085000898,Yes,3973,29.3,1163,8.5,271,8.8,105,8.5,336,4.9,195
SC,Sumter,45085001100,Yes,4482,79.5,3562,22.1,987,13.5,214,24.4,1095,8.2,368
SC,Sumter,45085001600,Yes,4261,21.6,921,5.7,244,3.9,60,6.6,281,2.7,116
SC,Sumter,45085001801,No,3936,13.3,523,2.3,92,2.1,29,3.9,154,1.8,71
SC,Union,45087030200,Yes,2911,28.3,823,10.3,303,10.5,132,8.9,260,3.8,111
SC,Williamsburg,45089970700,No,2632,52.5,1383,10.7,282,9,90,15.3,402,7.7,202
SC,Williamsburg,45089970800,No,3742,16.8,627,5.6,208,2.8,38,6,223,1.9,70
SC,York,45091060300,Yes,4170,12.4,516,2.3,95,1.2,19,4.2,174,0.7,28
SC,York,45091060402,Yes,1557,67.9,1057,12.6,185,10.9,54,22.7,353,6.6,103
SC,York,45091060501,Yes,2406,27.2,654,5.3,122,4,35,8.6,207,4.6,110
SC,York,45091060901,Yes,3905,22.7,885,3.9,151,2.2,36,7,273,1.6,62
SC,York,45091061201,Yes,4555,63.5,2894,6.4,289,3,52,15.9,724,7.2,326
SC,York,45091061601,Yes,2551,82.3,2098,14.4,360,17.6,159,24.4,622,8.7,221
SC,York,45091061602,Yes,5017,61.8,3101,10.2,488,7.1,132,17.2,862,9.6,483
SD,Bennett,46007940200,No,163,100,163,19.8,26,22.5,9,43.6,71,5.5,9
SD,Bennett,46007940600,No,644,100,644,63.1,439,17.8,29,44.9,289,3.7,24
SD,Bennett,46007940700,No,431,100,431,23.8,105,0,0,27.1,117,14.8,64
SD,Bennett,46007940800,No,344,100,344,50,164,0,0,35.5,122,7.3,25
SD,Bennett,46007940900,No,131,100,131,8.3,10,0,0,29,38,13.7,18
SD,Bennett,46007941000,No,1648,100,1648,35.5,556,12.7,69,36.2,596,13.8,227
SD,Bennett,46007941100,No,210,100,210,33,67,5.8,4,30,63,14.8,31
SD,Brule,46015973100,No,2650,75,1986,11.5,305,3.9,38,22.2,589,14.3,378
SD,Buffalo,46017974600,No,199,75.8,151,9.4,18,2.1,2,14.6,29,13.3,27
SD,Butte,46019997600,No,2943,80.9,2381,12.2,356,0.9,10,22.5,663,11.9,349
SD,Charles Mix,46023970200,No,3031,70.6,2141,27.1,807,8.1,80,24,727,10.3,311
SD,Clark,46025955700,No,1567,100,1567,19.7,308,7.1,41,28.8,451,19.1,300
SD,Corson,46031940500,No,539,100,539,41.8,221,12.4,18,40.1,216,8.7,47
SD,Corson,46031940600,No,1350,100,1350,38.1,509,12.1,51,37,500,9.9,134
SD,Corson,46031940700,No,260,100,260,38.8,95,9.3,7,42.3,110,7.3,19
SD,Corson,46031940800,No,706,100,706,57.6,401,13.4,23,40.4,285,6.4,45
SD,Corson,46031940900,No,531,44.7,237,25.7,141,3.4,5,16.9,90,3.4,18
SD,Dewey,46041941300,No,1071,100,1071,26.4,284,5.5,22,31.9,342,15,161
SD,Dewey,46041941400,No,1476,52.4,774,14,203,6.1,26,22.1,327,2.7,39
SD,Dewey,46041941600,No,808,65.1,526,28,234,2.3,5,24.8,200,6.8,55
SD,Douglas,46043969600,No,3458,93,3216,13.5,450,4.2,56,25.6,884,21.6,746
SD,Edmunds,46045982200,No,1891,100,1891,12.5,228,7.5,58,24.2,458,27.8,526
SD,Faulk,46049981100,No,2640,99.8,2636,18,467,7.6,77,26.5,700,22.9,604
SD,Gregory,46053971200,No,2517,61.5,1547,14.9,371,3.5,37,16.3,410,12.7,321
SD,Harding,46063998700,No,1353,100,1353,21.1,277,1.5,8,32.5,440,13.4,181
SD,Hughes,46065940100,No,236,100,236,24.3,52,3.9,2,41.5,98,5.1,12
SD,Hutchinson,46067968800,No,2166,78.7,1706,15.9,334,5.4,44,19.9,431,19.3,417
SD,Hyde,46069940100,No,156,98.9,154,27.3,40,0,0,34.8,54,3.1,5
SD,Jackson,46071940100,No,1354,100,1354,58.3,764,16.7,55,44.2,599,5.5,75
SD,Jackson,46071940200,No,207,100,207,37.1,82,0,0,46.9,97,3.9,8
SD,Jackson,46071991100,No,1328,100,1328,15.5,204,2.2,12,27.4,364,18.6,247
SD,Jerauld,46073974100,No,2295,100,2295,20.6,464,8.6,85,21.4,492,25.6,588
SD,Lawrence,46081996500,No,1446,42.3,612,9.4,135,0,0,14.4,208,4,58
SD,Lyman,46085940100,No,1333,98.2,1309,48.2,641,22.8,79,44.2,590,4.2,56
SD,McPherson,46089983100,No,2904,100,2904,22.6,640,10.4,127,22.2,646,29.6,859
SD,Marshall,46091940100,No,1061,98,1040,27.1,286,6.4,27,28.8,305,20.5,218
SD,Meade,46093020100,No,3433,65.3,2240,10.6,362,1.6,21,18,617,9.8,335
SD,Mellette,46095940300,No,2083,100,2083,35.8,724,11,76,35.3,735,13.2,274
SD,Minnehaha,46099000100,Yes,4774,58.3,2784,12.3,395,1.6,19,11.6,554,2,96
SD,Minnehaha,46099000200,Yes,6846,38.3,2619,5.2,341,3.6,111,7.5,510,6.8,466
SD,Pennington,46103010300,Yes,3166,41.1,1301,12.3,371,7.2,88,10.4,329,5.1,161
SD,Pennington,46103010600,Yes,3089,40.6,1254,7.5,230,3.6,46,8.2,252,5.2,160
SD,Pennington,46103011500,Yes,702,65.1,457,12.7,90,5.3,11,31.3,220,0.5,4
SD,Perkins,46105998300,No,3363,53,1782,9.7,321,1.9,27,13.1,439,11.4,382
SD,Roberts,46109940300,No,1743,87.9,1532,17.8,307,3.8,25,22.5,393,21.2,370
SD,Roberts,46109940600,No,859,99.8,857,29.1,249,8,25,31.5,271,15.9,136
SD,Shannon,46113940200,No,937,100,937,11.6,118,17.4,48,41.6,390,5.8,54
SD,Shannon,46113940300,No,246,100,246,100,206,0,0,45.5,112,4.9,12
SD,Shannon,46113940400,No,3965,68.7,2725,33.9,1303,8.9,74,31.3,1242,3.9,154
SD,Shannon,46113940500,No,4311,100,4311,60.2,2660,15.1,146,46.3,1998,3.9,168
SD,Shannon,46113940600,No,2506,100,2506,53.3,1174,20.5,110,44.7,1120,4.9,123
SD,Shannon,46113940700,No,501,100,501,60.7,315,7.1,10,40.9,205,5.4,27
SD,Todd,46121940100,No,4305,15.7,675,7.8,331,2.4,26,7.3,314,1.1,46
SD,Todd,46121940200,No,4745,73.1,3468,31.7,1475,9.9,138,31.2,1481,4.6,220
SD,Tripp,46123971600,No,2691,64.7,1741,13.8,369,0.9,9,18.5,499,10.7,287
SD,Yankton,46135966100,Yes,3177,100,3177,18.2,558,9.5,133,25.4,808,12.5,396
SD,Ziebach,46137941100,No,933,100,933,39.9,376,12.9,40,34.7,324,11.3,105
SD,Ziebach,46137941200,No,1043,100,1043,53.5,559,14.7,41,42.7,445,6.3,66
TN,Anderson,47001021000,Yes,6544,74.3,4863,13.1,852,7.4,195,18.4,1203,9.8,644
TN,Benton,47005963200,No,1989,57.4,1142,12.7,247,3.7,29,15,299,7.4,147
TN,Benton,47005963300,Yes,3863,36.6,1412,7.1,257,2.8,47,7.8,302,8.1,311
TN,Bradley,47011010300,Yes,2431,71.5,1739,18.3,477,2.7,27,15.4,375,7,170
TN,Bradley,47011010400,Yes,2492,100,2492,42.9,962,28.9,322,24.1,601,12.5,311
TN,Campbell,47013950600,Yes,4943,21.9,1084,7,326,3.5,71,5.1,251,3.7,185
TN,Carter,47019070300,Yes,5834,16.3,952,4.5,241,2.5,60,3.8,224,2.1,125
TN,Carter,47019070400,Yes,2239,26.2,586,5.7,130,1.6,16,7.1,159,3.8,86
TN,Carter,47019070500,Yes,4192,77.5,3251,12.5,516,3.8,64,18,753,10.8,453
TN,Carter,47019071300,No,6973,16,1117,3,211,1.2,34,3.5,244,2.2,154
TN,Carter,47019071700,No,3914,31.2,1222,6.8,249,3.6,53,6.2,244,5.4,212
TN,Cheatham,47021070300,Yes,3450,20,690,1.8,59,1.5,19,5.5,188,3.3,113
TN,Claiborne,47025970400,No,1002,59.1,592,22.9,219,9.7,36,15.3,153,5.2,52
